1;RuralHack;Incubatore;http://www.ruralhack.org  ;"progetto di ricerca/azione che indaga sia gli aspetti culturali che quelli tecnologici del rapporto tra innovazione e agricoltura con lo scopo di generare nuove logiche di consumo legate a principi etici e condivisi, abbandonando lo sfruttamento delle risorse e la logica dei brevetti chiusi
46;ACRDSI (USA);Università;http://www.acrdsi.org;Carlo N. De Cecco, MD, PhD is an Associate Professor of Radiology and Biomedical Informatics at the Emory University in Atlanta. He is the Chief of the Cardiac Radiology Use Case Panel for Artificial Intelligence at the Data Science Institute of the American College of Radiology.;Atlanta, Georgia, USA;Estero;Bioinformatica, Ricerca Applicata / Statistica, Salute;si, la usa;Machine/Deep Learning, Biomedical Imaging;Utilizzo, Fornisco;;;;Utilizzo, Fornisco;;;;;;;Consiglio Nazionale delle Ricerche;BRAINCONTROL;AMIKO;Consiglio Superiore di Sanità;Consiglio Nazionale delle Ricerche;Ministero della Salute;;;;;;;
47;Egovmetrics;Centro di Ricerca;http://www.egovmetrics.com;Strategie di E-Government per Smart Citizens;Rizziconi (RC);Calabria;Pubblica amministrazione centrale, Sicurezza / Cybersecurity, Paesi Balcani ;si, la usa;Machine/Deep Learning, Cognitive Cybersecurity;;;Fornisco;Fornisco;;;Fornisco;;;;;Comune di Rizziconi (RC);Governo del Montenegro;Agenzia Cybersecurity Anticorruzione (Montenegro);Università;AGID;Altri Centri Cybersecurity;;;;;;;
48;Aimage Lab UniMORE;Università;http://aimagelab.unimore.it;"Aimagelab e' un lab. di ricerca del Dip. di Ingegneria ""Enzo Ferrari"" dell'Università di Modena e Reggio Emilia. Si occupa di Visione Artificiale, di AI e di  Machine Learning, con competenze specifiche su  nuove architetture di Deep  Learning per la comprensione di dati visuali e multimediali. ";Modena;Emilia-Romagna;Automotive, Ricerca Applicata / Statistica, Sicurezza / Cybersecurity, Smart-Cities, Ricerca in Visione Artificiale;si, la fornisce;Computer Vision, Machine/Deep Learning;Fornisco;Fornisco;;;;Fornisco;;;Fornisco;Fornisco;;Energyway srl, Modena;Ayxon srl , Modena;CINECA ;CINECA;IIT;FBK;;;;;;;
49;RiAtlas;Startup;http://web.unisa.it/ricerca/spin-off/unisa;RiAtlas s.r.l. è una healthcare digital start-up attiva nel settore dell’intelligenza artificiale, per una medicina di precisione. Sviluppiamo soluzioni e servizi avanzati di analisi di dati per applicazioni cliniche a valore aggiunto.;Fisciano (SA);Campania;Salute;si, la usa, si, la fornisce;Machine/Deep Learning, Recommender Systems, Sistemi Esperti;;;;;Utilizzo, Fornisco;;;;;;;DISA MIS - Università degli Studi di Salerno;IBM;GOOGLE;PHILIPS;SIEMENS;IBM;;;;;;;
50;MVMANT;Startup;http://www.mvmant.it;MVMANT sviluppa modelli e soluzioni di Intelligenza Artificiale applicati alla mobilità condivisa con l’obiettivo di prevedere la domanda di trasporto, ottimizzare l’occupazione a bordo e ridurre i costi sia per i gestori del servizio che per gli utenti.;Mirabella Imbaccari (CT);Sicilia;Trasporti;si, la usa, si, la fornisce;Machine/Deep Learning;;;;;;;;;;;Utilizzo, Fornisco;Dipartimento Ingegneria Civile e Architettura Università di Catania: team della sezione di ingegneria delle infrastrutture viarie e dei trasporti;Edisonweb Srl;Dipartimento di Matematica e Informatica tramite spin-off ICTLAB SRL;Comune di Fabriano;Regione Siciliana - Assessorato Trasporti e infrastrutture;Athlon Car Lease Italy;;;;;;;
51;Axel;Azienda;http://www.axel.ai;AI con addestramento per concetti, unica nel suo genere.;Milano;Lombardia;Informatica e servizi;si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Chatbot;;;;;;;;;;;;IBM;Microsoft;Google;IBM;Microsoft;Google;;;;;;;
52;Casaleggio Associati;Centro di Ricerca;https://www.casaleggio.it/studi-ricerche/;Casaleggio Associati offre servizi di consulenza strategica per la presenza in Rete. L’obiettivo principale dell’azienda è quello di anticipare le tendenze dello scenario digitale e coglierne cambiamenti e opportunità in ambito organizzativo, culturale e politico. ;Milano;Lombardia;Consulenza e ricerca;;;;;;;;;;;;;Utilizzo;Conversate;LoopAI Labs;Qlik;Microsoft;Expert System;Persado;;;;;;;
53;Loop AI Lab;Azienda;http://www.loop.ai/media-relations;Realizzatori della prima piattaforma di Cognitive Computing (harware, software) in grado di operare in modo non supervisionato (Unsupervised).;Milano, Bologna;Lombardia, Emilia-Romagna;Ambiente, Agricoltura, Automotive, Bioinformatica, Economia e Finanza / Fintech /Assicurazioni, Educazione, Energia, Industria di precisione, Industria pesante, Robotica, Salute, Smart-Cities, Trasporti, Trasversale per qualsiasi industria;si, la usa, si, la fornisce;Machine/Deep Learning, Cognitive Cybersecurity, Unsupervised Cognitive Computing;;;Utilizzo;;;;;;;;Utilizzo, Fornisco;Bip - Business Integration Partners;Boston Consulting Group;Lutech spa;Governo Italiano;Banca d'Italia;RAI - Radio Televisione Italiana;;;;;;;
54;Luiss Enlabs Worklab AI;Incubatore;https://luissenlabsacceleration.com/ai/;programma di accelerazione per progetti di AI;Roma;Lazio;Economia e Finanza / Fintech /Assicurazioni;si, la fornisce;Machine/Deep Learning, Robotica/Sistemi Autonomi, Chatbot, Cognitive Cybersecurity;;;;Utilizzo;;Utilizzo;;Utilizzo;Utilizzo;;;LVenture Group;Userbot ;Travel Appeal;Travel Appeal;Cloud4Wi;agID;;;;;;;
55;Morpheos;Azienda;http://www.morpheos.eu/;Momo – The Home Genius è il sistema di Intelligenza Artificiale che protegge la casa e i suoi abitanti sviluppando in modo indipendente automazioni e imparando dai comportamenti. Momo è in grado di condividere tecnologie e funzioni con altri dispositivi presenti, per una esperienza smart completa.;Catania;Sicilia;Ricerca Applicata / Statistica, Robotica, Smart-Cities;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Robotica/Sistemi Autonomi, Chatbot;Fornisco;Fornisco;Fornisco;;;Fornisco;;Fornisco;Fornisco;;Fornisco;Noviacom;Università degli Studi di Catania;Indigo AI;Istituto Italiano di Tecnologia;Neosurance;MetaLiquid;;;;;;;
56;Aikospace;Startup;http://www.aikospace.com;Intelligenza Artificiale per Missioni Spaziali. Sviluppo algoritmi per aumentare le capacità decisionali dei satelliti. ;Torino;Piemonte;Spazio;si, la fornisce;Machine/Deep Learning, Robotica/Sistemi Autonomi, Sistemi Esperti;Fornisco;;;;;;;;;Fornisco;;3bee;Addfor;Altec;-;-;-;;;;;;;
57;CORPUS-FICLIT-UniBo;Università;http://corpora.ficlit.unibo.it/;Questo gruppo di ricerca presso il FICLIT-Università di Bologna si occupa di tutte le problematiche connesse con l'analisi delle lingue storico-naturali tramite strumenti computazionali. Keyword: linguistica computazionale, costruzione e analisi di corpora, Web semantico, Deep/Machine Learning...;Bologna;Emilia-Romagna;Educazione, Pubblica amministrazione territoriale (regionale e locale), Ricerca Applicata / Statistica;si, la usa;Elaborazione Linguaggio Naturale, Machine/Deep Learning;;;;;Utilizzo;;;;;;Utilizzo, Fornisco;Fondazione Bruno Kessler, Trento;Istituto di Linguistica Computazionale, CNR, Pisa;Expert System, Modena;Google, Italia;Expert System, Modena;CELI, Torino;;;;;;;
58;EOS;Azienda;http://www.eosdev.it;EOS  - Progettazione, sviluppo e fornitura di consiglieri esperti operanti nel mercato Forex. Applicazione del Machine Learning all'ambito gestionale.;Pisa;Toscana;Economia e Finanza / Fintech /Assicurazioni;si, la usa;Machine/Deep Learning, Recommender Systems, Sistemi Esperti;;;Utilizzo, Fornisco;;;;;;;;Fornisco;AIxIA;Università di Pisa;Euklid;Euklid;Axyon.ai;Neosurance;;;;;;;
59;OTUS;Azienda;http://otustechnology.com;OTUS Predictive Technology è una Business Unit di CAMELOT Biomedical Systems Srl che, grazie a un team multidisciplinare di machine learning specialists, business analyst e software architect, offre soluzioni di analisi predittiva per l'ottimizzazione dei processi business.;Genova, Milano, Pescara;Liguria, Lombardia, Abruzzo;Automotive, Energia, Pubblica amministrazione territoriale (regionale e locale), Ricerca Applicata / Statistica, Robotica, Salute, Sicurezza / Cybersecurity, Smart-Cities;si, la fornisce;Computer Vision, Machine/Deep Learning;Fornisco;;Fornisco;;Fornisco;Fornisco;;;Fornisco;;Fornisco;Università degli Studi di Genova;FBK, Trento;Politecnico di Milano;ENEL;ENI;Ferrero;;;;;;;
60;Cyberdyne;Azienda;http://www.cyberdyne.it;Cyber Dyne ha sviluppato Kimeme, una piattaforma software basata sui più innovativi algoritmi di intelligenza computazionale. Attraverso Kimeme, l'azienda fornisce ai suoi clienti soluzioni per l'ottimizzazione in vari ambiti (progettazione, produzione, logistica, scheduling, workforce management).;Pescara;Abruzzo;Automotive, Servizi;si, la fornisce;Machine/Deep Learning, Sistemi Esperti, Computational Intelligence Optimization;;;;;;;;;;;Fornisco;Rulex Analytics;INNAAS;CNR;Omron;Elettric80;Oppent;;;;;;;
61;CLP-UniUD;Università;http://clp.dimi.uniud.it/;Il Constraint and Logic Programming lab del DMIF (Univ. Udine) effettua ricerca teoria ed applicata nell'area dell'Intelligenza Artificiale, in particolare nel ragionamento automatico. Studia tecniche avanzate di codifica e risoluzione di problemi combinatorici, ed il parallelismo offerto dalle GPU;Udine;Friuli Venezia Giulia;Bioinformatica, Educazione, Energia, Ricerca Applicata / Statistica, Smart-Cities, Pianificazione ;si, la usa, si, la fornisce;Robotica/Sistemi Autonomi, Sistemi Esperti, Rappresentazione della conoscenza e ragionamento automatico;;;Fornisco;;;;Fornisco;;;;Utilizzo, Fornisco;Fondazione Bruno Kessler;Eurotech;CNR;Bean Tech;Univ. di Roma La Sapienza;IIT;;;;;;;
62;Dip.Informatica - UniRoma1;Centro di Ricerca;https://www.di.uniroma1.it/;Si tratta di uno dei più prestigiosi dipartimenti di Informatica in Italia, primo classificato nella lista dei dipartimenti di eccellenza pubblicata dal MIUR;Roma;Lazio;Educazione;si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Cognitive Cybersecurity;Fornisco;Fornisco;;Fornisco;Fornisco;;Fornisco;Fornisco;Fornisco;;Fornisco;IBM (sistema Watson) ;Babelscape (babelscape.com/);"Target Reply   (una ""sfera"" di reply http://www.reply.com/en/?gclid=EAIaIQobChMI8MTy8vHK2AIVAQzTCh10YAqYEAAYASAAEgJB3vD_BwE)";Microsoft;Expert System ;MIP del Politecnico di Milano http://www.mip.polimi.it;;;;;;;
63;Exprivia;Azienda;http://www.exprivia.it;Exprivia è una multinazionale italiana del Software che sviluppa soluzioni per clienti. In particolare ha una competenza sull'intelligenza artificiale e sul trattamento semantico di informazioni testuali;Molfetta (BA);Puglia;Economia e Finanza / Fintech /Assicurazioni, Pubblica amministrazione centrale, Smart-Cities;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Chatbot;Utilizzo;;Utilizzo;Utilizzo;Fornisco;Fornisco;;Fornisco;Fornisco;;;Politecnico di Bari;Quest-It;CEFRIEL;Morpheos;Università di Bari;Hero;;;;;;;
64;OBDA Systems;Startup;https://www.obdasystems.com;OBDA Systems propone soluzioni state-of-the-art basate sulle piu? recenti innovazioni nel campo del'Intelligenza Artificiale e delle Tecnologie Semantiche per fornire ai propri clienti un metodo diretto ed efficace per estrarre informazioni chiave da dataset complessi e di grandi dimensioni. ;Roma;Lazio;Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Knowledge-based Systems;si, la usa, si, la fornisce;Knowledge Reasoning;;;;;;;;;;;Utilizzo, Fornisco;ACI Informatica;ISTAT;OKKAM; Ministero dell'Interno; SpazioDati; TIM;;;;;;;
65;Explora;Azienda;https://www.explora-biotech.com;EXPLORA S.r.l. is a privately owned Italian company established in 2006 at the Technological Park “Tecnopolo Tiburtino” in Rome with a R&D department in Mestre (Venice). EXPLORA is committed to the development of enabling technologies for biological engineering and synthetic biology. ;Mestre;Veneto;Bioinformatica, Synthetic Biology;si, la usa;Machine/Deep Learning, Sistemi Esperti, Network Analysis ;;;;;;;;;;;Utilizzo;Università di Modena e Reggio Emilia;Università di Bologna;Università Ca'Foscari ;Università Milano Bicocca;Università di Modena e Reggio Emilia;Energia Crescente;;;;;;;
66;Dip.Informatica - UniPI;Università;http://www.di.unipi.it/groups/ciml/;"Computational Intelligence & Machine Learning:
Gruppo di ricerca con esperienza in metodologie di IA, dall'Intelligenza Computazionale all’Apprendimento Automatico come Reti Neurali, Deep Learning, Apprendimento probabilistico e per dati strutturati (sequenze, alberi, grafi), segnali e immagini.";Pisa;Toscana;Educazione;si, la fornisce;Machine/Deep Learning;Fornisco;;;;Fornisco;Fornisco;;Fornisco;Fornisco;Fornisco;Fornisco;DIBRIS - Univ. di Genova; AIRgroup - Univ. Siena;Dipartimento di Matematica - Univ. Padova;N/A;N/A;N/A;;;;;;;
67;CELI;Azienda;https://www.celi.it/;CELI fornisce consulenze e applicazioni software di Natural Language Processing multilingue da più di 15 anni, con clienti in Europa, Stati Uniti, Corea. Membro dell’Associazione Italiana per l’Intelligenza Artificiale (AI*IA) e l’Associazione Italiana di Linguistica Computazionale (AILC).;Torino, Milano;Piemonte, Lombardia;Automotive, Economia e Finanza / Fintech /Assicurazioni, Educazione, Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Salute, Smart-Cities;si, la usa, si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Chatbot;;;;;;;;;;;Utilizzo, Fornisco;AI*IA;AILC;Expert System;AI*IA;AILC;Amazon;;;;;;;
68;Expert System;Azienda;http://www.expertsystem.com/;Expert System sviluppa software di cognitive computing e text analytics basati su algoritmi di intelligenza artificiale in grado di comprendere il significato del linguaggio scritto, in modo simile all'uomo.;Modena;Emilia-Romagna;Economia e Finanza / Fintech /Assicurazioni, Energia, Militare, Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Sicurezza / Cybersecurity, Smart-Cities, IT;si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Sistemi Esperti, Chatbot, Cognitive Cybersecurity, Risk Management, Knowledge Management, RPA;;;Fornisco;Fornisco;;;Fornisco;;;;Fornisco;Agid;Unimore;Eni;Agid;Unimore;Eni;;;;;;;
69;ART-UniROma3 Tor Vergata;Università;http://art.uniroma2.it/;Gruppo di ricerca con particolari competenze e sistemi per l'elaborazione del linguaggio naturale, la gestione della conoscenza ontologica ed il semantic web;Roma;Lazio;web semantico;si, la usa, si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Chatbot, gestione ontologie;;;;;;;;;;;Utilizzo, Fornisco;REVEAL;IBM;FBK;AGID;IBM;FBK;;;;;;;
70;Babelscape;Startup;http://babelscape.com;Babelscape è una startup Sapienza innovativa che rende possibile l'elaborazione del linguaggio naturale in decine di lingue, fino al livello semantico di comprensione del testo ed estrazione di concetti, entità, domini e sentimenti fondamentali in esso espressi. ;Roma;Lazio;Economia e Finanza / Fintech /Assicurazioni, Educazione, Militare, Pubblica amministrazione centrale, Salute, Sicurezza / Cybersecurity, Editoria;si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning;;;;Fornisco;;;;;;;Fornisco;Nessuna;Nessuna;Nessuna;Nessuna;Nessuna;Nessuna;;;;;;;
71;Open Search Network;Azienda;http://www.opensearchnetwork.com;Headhunting Company specializzata in ambito AI per il mercato italiano e i candidati italiani all'estero. ;London;Estero;HR;si, la usa;Recommender Systems;;;;;;;;;;;Utilizzo;Conversate;Avantgarde Group;Cubeyou;Pirelli;Addfor;Eudata;;;;;;;
72;Laboratorio Kelsen - UniSA;Università;http://www.laboratoriokelsen.unisa.it;"Il Laboratorio Kelsen è una delle strutture scientifiche di eccellenza del DSG/Unisa.
Lo scopo principale del Laboratorio è costituito essenzialmente dall'elaborazione di strumenti euristici per la comprensione e la gestione dell'ordine politico-giuridico interno e globale.
 ";Salerno;Campania;Ricerca scientifica;;;;;;;;;;;;;;ISTAT;Indigo;Omron;ISTAT;CIRSFID;FONDAZIONE BRUNO KESSLER;;;;;;;
73;Eclettica;Azienda;http://www.eclettica.net;"Eclettica è un’azienda informatica nata nel 2012, fondata con l’obiettivo di diventare un riferimento sui temi della System Integration e dello Sviluppo Software.; ha la sede operativa  a Fisciano (SA) e presidi commerciali a Roma ed a Milano e una Subsidiary branch Eclettica Ltd a Londra.";Fisciano (SA);Campania;Robotica, Sicurezza / Cybersecurity, ICT/ AI /SVILUPPO SOFTWARE;si, la usa, si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Robotica/Sistemi Autonomi, Chatbot;Utilizzo, Fornisco;;;;;;;;Fornisco;;Utilizzo, Fornisco;XSENSE;nessuna di interesse;nessuna di interesse;XSENSE;IBM;google;;;;;;;
74;Laboratorio IA - UniPA;Università;http://www.diid.unipa.it/networks/ndslab/;Il Laboratorio di “Intelligenza Artificiale e Sistemi Distribuiti” dell’Università degli Studi di Palermo svolge ricerca nel campo dei sistemi distribuiti, dell’intelligenza artificiale, della sicurezza informatica, e dell’informatica per la pubblica amministrazione.;Palermo;Sicilia;Ambiente, Agricoltura, Automotive, Educazione, Energia, Industria di precisione, Ricerca Applicata / Statistica, Sicurezza / Cybersecurity, Smart-Cities, Trasporti;si, la usa, si, la fornisce;Machine/Deep Learning, Recommender Systems, Robotica/Sistemi Autonomi, Sistemi Esperti, Cognitive Cybersecurity;;;;Utilizzo, Fornisco;;;;Utilizzo, Fornisco;Utilizzo, Fornisco;;;Università degli Studi di Pisa;Engineering S.p.a.;CINI - Laboratorio di SmartCities;Noovle;IBM;Leonardo;;;;;;;
75;Dedagroup;Azienda;http://www.dedagroup.it/home;"Dedagroup è uno dei più importanti attori dell'Information Technology ""Made in Italy"" con headquarter a Trento e un fatturato di 230 milioni di Euro. All'interno dell'azienda esiste un team che si occupa di studio e sviluppo di soluzioni cognitive.";Trento;Trentino Alto-Adige;Economia e Finanza / Fintech /Assicurazioni, Energia, Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Pubblicità / Marketing, Ricerca Applicata / Statistica, Robotica, Salute, Sicurezza / Cybersecurity, Smart-Cities, Trasporti;si, la usa;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Robotica/Sistemi Autonomi, Sistemi Esperti, Chatbot;Fornisco;Fornisco;Utilizzo, Fornisco;;;;Fornisco;;Fornisco;;;Reply;Integris;iConsulting;AddFor;IBM;Microsoft;;;;;;;
76;Conversate;Startup;http://www.conversate.eu;Azienda di Artificial Intelligence nata a Londra nel 2016 da esperti del settore. Prima piattaforma enterprise per chatbot e interfacce conversazionali intelligenti, con tecnlogia AI proprietaria, comprensione dell'Italiano al livello dell'Inglese, rispetto privacy EU, sia cloud che on premise.;Milano;Lombardia;Economia e Finanza / Fintech /Assicurazioni, Energia, Pubblicità / Marketing;si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Chatbot;;;;;;;;;;;Fornisco;Deloitte Analytics;Deus Technology;Elegans.io;Banche;Assicurazioni;Utility;;;;;;;
77;ELSE corp;Startup;http://www.else-corp.com;A B2B & B2B2C service provider. We offer technological solutions for Virtual Retail and Cloud Manufacturing to brands, retailers, manufacturers and designers;Milano;Lombardia;Fashion Retail;si, la usa;Machine/Deep Learning, Recommender Systems;;Utilizzo, Fornisco;;;;;;;;;Fornisco;Microsoft Italia;FBK, Fondazione Bruno Kessler;Cerfiel;Cefriel;FBK, Fondazione Bruno Kessler;SAP Italia;;;;;;;
78;Brain Control;Startup;http://www.braincontrol.com;BRAINCONTROL;Siena;Toscana;Bioinformatica, Robotica, Salute;si, la usa;Machine/Deep Learning;;Utilizzo;;;Utilizzo;Utilizzo;;;Utilizzo;;;Università di Siena;Università di Trento;Università di Pisa;Google;IBM;GM;;;;;;;
79;Kaitiaki;Startup;http://www.kaitiaki.it;Kaitiaki utilizza l'intelligenza artificiale per combattere il cyberbullismo, il sexting, l'autolesionismo;Udine;Friuli Venezia Giulia;Salute, Sicurezza / Cybersecurity;si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Cognitive Cybersecurity;Fornisco;;;Fornisco;;;;;;;Fornisco;Bidpremium Srl;Datamantix Srl;Expert System SpA;Google Italia;IBM Italia;Facebook Italia;;;;;;;
80;Resonance AI;Startup;https://www.resonance-ai.com;Resonance utilizza sensori IOT e Machine Learning per analizzare e predirre i comportamenti utente. ;Roma;Lazio;Automotive, Pubblicità / Marketing, Smart-Cities;si, la fornisce;Machine/Deep Learning;;;;;;Utilizzo, Fornisco;;;Utilizzo;Utilizzo;;Resonance AI;Expert System ;Datalytics;FBK;Expert System ;Datalytics;;;;;;;
81;Grottini Lab;Azienda;https://www.grottinilab.com;Design e realizzazione di strumenti per l'analisi del comportamento di persone all'interno di ambienti. Strumenti predittivi per il miglioramento delle performance e per la creazione di esperienze produttive e gratificanti per gli utenti.;Portorecanati (MC);Marche;Sicurezza / Cybersecurity, Smart-Cities, retail, logistica, museale, produzione;si, la usa, si, la fornisce;Computer Vision, Machine/Deep Learning;Utilizzo, Fornisco;;;;;Utilizzo, Fornisco;;;Utilizzo, Fornisco;;;Jef srl;Tim;Loccioni Group;procter & gamble;ministero dello sviluppo economico;alitalia;;;;;;;
82;enGenome;Azienda;http://engenome.com;Azienda di bioinformatica che fornisce software per l'interpretazione clinica del genoma ai laboratori di analisi molecolari.;Pavia;Lombardia;Bioinformatica, Salute;si, la usa;Machine/Deep Learning, Sistemi Esperti;;;;;Fornisco;;;;;;;Università di Pavia;Natural Intelligent Technologies Srl ;Biomeris;Xtn;Translated;Babelscape;;;;;;;
83;MindIT;Azienda;http://www.minditsolutions.it/en/index.html;Spin-off dell'Università di Bologna che si occupa di supporto alle decisioni mediante metodi di Apprendimento Automatico ed Ottimizzazione Combinatoria. All'occorrenza organizza anche corsi sugli stessi temi.;Bologna;Emilia-Romagna;Energia, Industria di precisione, Industria pesante, Pubblica amministrazione territoriale (regionale e locale), Pubblicità / Marketing;si, la usa, si, la fornisce;Machine/Deep Learning, Combinatorial Optimization;;;;;;;;;;;Utilizzo, Fornisco;Expert System;Axyon;Rulex;Rulex;Axyon;ELIF;;;;;;;
84;QuestIT;Azienda;https://www.quest-it.com;QuestIT è nata nel 2007 come spin-off del Dipartimento di Ingegneria dell'Informazione di Siena specializzata in Intelligenza Artificiale. Offre servizi nelle seguenti aree: aplicazioni basate sull'Elaborazione del linguaggio naturale (NLP), Chatbot,Big data, sluzioni di su Machine Learning;Siena;Toscana;Pubblicità / Marketing, Smart-Cities;si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Sistemi Esperti, Chatbot;;;;;;;;;;;Fornisco;THE DIGITAL BOX S.P.A.;Expert System s.p.a.;Exprivia s.p.a.;Indigo;Università di siena;Expert system;;;;;;;
85;DEIB Polimi AirLab;Università;http://airlab.deib.polimi.it/;Artificial Intelligence and Robotics Laboratory of Politecnico di Milano, AIRLab was established by prof. Marco Somalvico in 1971 as one of the first groups of researchers in Italy working on Artificial Intelligence, Robotics, and Computer Vision;Milano;Lombardia;Educazione, Ricerca Applicata / Statistica, Robotica;si, la usa;Computer Vision, Machine/Deep Learning, Robotica/Sistemi Autonomi;;;;;;;;;;;;Politecnico di Torino;Unimore;Università di Parma;Null;Null;Null;Doppione;;;;;;
86;XTN Cognitive Security;Azienda;https://www.xtn-lab.com;Advanced Fraud Detection e Mobile Threat Prevention;Trento;Trentino Alto-Adige;Sicurezza / Cybersecurity;si, la fornisce;Machine/Deep Learning, Sistemi Esperti, Cognitive Cybersecurity;;Fornisco;;Fornisco;;Fornisco;;;;;Fornisco;FBK;Poste Italiane;Axyon;Axyon;Poste Italiane ;Neosurance;;;;;;;
87;Invictus ;Startup;https://invictus.bet;Ai in grado di trasformare il mondo delle scommesse sportive in investimenti;Roma;Lazio;Economia e Finanza / Fintech /Assicurazioni;si, la usa;Machine/Deep Learning;;;;;;;;;;;Utilizzo;Luiss enlabs;Cnr;Nessuna;Università la Sapienza;Pi campus;Nessuno;;;;;;;
88;The Digital Box;Azienda;https://www.thedigitalbox.com;AI powered Mobile Engagement Automation Platform. The digital box fornisce soluzioni di mobile marketing per PMI basate su tecniche di AI per supportare i marketer nella loro attività quotidiana di ottimizzazione del ROI delle campagne;Gioia del Colle (BA);Puglia;Pubblicità / Marketing;si, la usa, si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Chatbot;;;;;;;;;;;Fornisco;Questit srl;Exprivia;Aiia;Exprivia;Eudata;Expert system;;;;;;;
