1;RuralHack;Incubatore;http://www.ruralhack.org  ;"progetto di ricerca/azione che indaga sia gli aspetti culturali che quelli tecnologici del rapporto tra innovazione e agricoltura con lo scopo di generare nuove logiche di consumo legate a principi etici e condivisi, abbandonando lo sfruttamento delle risorse e la logica dei brevetti chiusi
89;Smarthink;Startup;http://www.smarthink.eu;EdTech Startup al femminile nata con lo scopo di creare strumenti tecnologici per il miglioramento dell'apprendimento online degli studenti. ;Busto Arsizio (VA);Lombardia;Educazione;si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems;;;;;;;;;;;Fornisco;Arcadia;Docebo;non saprei;Arcadia;Docebo;non saprei;;;;;;;
90;ICAR CNR;Centro di Ricerca;https://www.icar.cnr.it/;L’ Istituto di Calcolo e Reti ad Alte Prestazioni del CNR svolge attività di  ricerca, trasferimento tecnologico e alta formazione nell’area dei sistemi intelligenti (sistemi cognitivi, rappresentazione, estrazione e gestione della conoscenza robotica,), e dei sistemi ad alte prestazioni;Napoli, Rende, Palermo;Campania, Calabria, Sicilia;Salute, Sicurezza / Cybersecurity, Smart-Cities;si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Robotica/Sistemi Autonomi, Sistemi Esperti;Fornisco;Fornisco;;Utilizzo, Fornisco;Fornisco;Fornisco;;;Utilizzo, Fornisco;;;IBM;NTT Data;CNR;AGID;Accenture;Expert Systems;;;;;;;
91;DEIB Polimi AirLab;Università;http://www.deib.polimi.it/eng/research-lines/details/118;AI and Robotics Lab svolge dal 1973 ricerca su Intelligenza Artificiale (Reasoning, Fuzzy),  Autonomous Robots (Planning, Navigation, Sensing, Human-robot interaction, Bbenchmarking), Machine Learning (Deep, Reinforcement e Bayesian Learning, Neural Networks, Genetic Algorithms) e Artificial Vision.;Milano;Lombardia;Educazione, Ricerca Applicata / Statistica, Robotica;si, la usa, si, la fornisce;Computer Vision, Machine/Deep Learning, Robotica/Sistemi Autonomi, Sistemi Esperti, Computer Games, Human-Computer Interaction, Affective Computing;Utilizzo, Fornisco;Utilizzo;Utilizzo, Fornisco;;;Utilizzo, Fornisco;;;Fornisco;Utilizzo, Fornisco;;Universita' di Roma La Sapienza;MICROSOFT;IBM;ENI;IBM;TIM;Doppione;;;;;;
92;HER;Centro di Ricerca;https://www.he-r.it/;HER, Human Ecosystems Relazioni, è un centro di ricerca privato che raccoglie dati da comunità, territori e organizzazioni, e usa l'Intelligenza Artificiale per elaborarli e renderli più utili e accessibili. HER, porta i risultati nella società creando dei data commons e usando arte e design.;Roma;Lazio;Educazione, Energia, Ricerca Applicata / Statistica, Smart-Cities, cultura, arte, etnografia, antropologia;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Sistemi Esperti;Fornisco;;;;;;;Utilizzo, Fornisco;Utilizzo, Fornisco;;;CINECA;FBK;INGV;CINECA;Musei;Ospedali;;;;;;;
93;KRDB;Centro di Ricerca;http://krdb.eu;The KRDB Research Centre for Knowledge and Data aims at being an international centre of excellence in basic and applied research on Knowledge Representation and Database technologies and at proposing to enterprises innovative ideas and technologies.;Bolzano;Trentino Alto-Adige;Educazione, Ricerca di base e applicata;si, la usa, si, la fornisce;"Elaborazione Linguaggio Naturale, Modellazione concettuale e rappresentazione della conoscenza; Integrazione e accesso intelligente ai dati";;;;;;;;;;;Utilizzo, Fornisco;Università di Roma La Sapienza;Istituto di Scienze e Tecnologie della Cognizione (CNR);FBK-IRST Trento;CELI;Expert System;DtoK Lab;;;;;;;
94;Energy Way;Azienda;https://www.energyway.it/;Energy Way S.r.l. è un'azienda innovativa specializzata nella progettazione e nella vendita di soluzioni innovative per l’analisi di sistemi energetici complessi e l’ottimizzazione e valorizzazione dei flussi energetici delle industrie e delle pubbliche amministrazioni;Modena;Emilia-Romagna;Consulenza;si, la fornisce;Machine/Deep Learning;;;Fornisco;;;;;Fornisco;;;;Expert System;Optit;Rulex;A2A;Enel;Diesel;;;;;;;
95;Regione Marche;PA;http://www.regione.marche.it;La Regione Marche sta avviando il progetto MeetPad: piattaforma progettata per favorire la collaborazione e la gestione di servizi telematici fra diverse PA, nel contesto del post-sisma. Il progetto prevede l'impiego di AI per facilitare il lavoro degli utenti (chatbot, smart search, ecc.);Ancona ;Marche;Ambiente, Agricoltura, Pubblica amministrazione territoriale (regionale e locale), Salute, Smart-Cities, Trasporti;si, la usa;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Chatbot;Utilizzo;;;;;;;;;;Utilizzo, Fornisco;UNICAM;UNIURB;Engineering;ISTAT;UNIPI;CINECA;Doppione;;;;;;
96;Mivoq;Azienda;https://www.mivoq.it;MIVOQ permette a chiunque di creare voci sintetiche personalizzate. Per realizzare una voce sintetica personalizzata, l'utente deve semplicemente leggere e registrare alcune frasi attraverso i server di MIVOQ che creeranno un modello, in formato digitale, della voce dell'autore. ;Padova;Veneto;Informatica e telecomunicazioni;si, la usa;Elaborazione Linguaggio Naturale, Machine/Deep Learning;;;;;;;;;;;Utilizzo, Fornisco;ISTC;FBK;CELI;FBK;OMRON;b10nix;;;;;;;
97;DISI Unitn;Università;http://disi.unitn.it;DIPARTIMENTO DI INGEGNERIA E SCIENZA DELL'INFORMAZIONE, Universita degli studi di Trento;Trento;Trentino Alto-Adige;Educazione;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Robotica/Sistemi Autonomi, Sistemi Esperti, Cognitive Cybersecurity;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;;Centro Ricerca FIAT;Telecom Italia;Magnetti Marelli;Centro Ricerca FIAT;Telecom Italia;Magnetti Marelli;;;;;;;
98;IBISLAB UniPr;Università;http://ibislab.ce.unipr.it;Laboratorio di sistemi bio-ispirati;Parma;Emilia-Romagna;Educazione, Ricerca Applicata / Statistica, Controllo di qualita' industriale;si, la usa;Computer Vision, Machine/Deep Learning, Evolutionary Computation;Fornisco;;;;Fornisco;Fornisco;;;;;Fornisco;CAMLIN Italy;Vislab/Ambarella;IBM Italia;CAMLIN Italy;Google Italia;IBM Italia;;;;;;;
99;DLV System;Azienda;http://www.dlvsystem.com;La principale missione della società è lo svolgimento di attività di ricerca e sviluppo per l’estensione e l’ingegnerizzazione del sistema DLV, al fine di consentire la distribuzione industriale di DLV e delle sue applicazioni  nel mercato del Knowledge Management;Rende (CS);Calabria;Bioinformatica, Energia, Robotica, Salute, Smart-Cities, Trasporti, La tecnologia DLV è general purpose, facilmente verticalizzabile in diversi domini applicativi;si, la fornisce;Knowledge Representation and Reasoning, Answer Set Programming, Logica Deduttiva; ;;Fornisco;Fornisco;Fornisco;;;Fornisco;Fornisco;;Fornisco;ELIF Lab;Exeura Srl;Università della Calabria;ELIF Lab;Rulex Analytics;Google ;;;;;;;
100;LIS UniPmn;Università;http://www.di.unipmn.it/en/research-en/labs-en/lis-en.html;Laboratorio di Sistemi Intelligenti, nella Sezione di Informatica del Dipartimento di Scienze e Innovazione Tecnologica. Comprende 7 docenti e ricercatori che svolgono attività nel settore dell’intelligenza artificiale;Alessandria;Piemonte;Educazione, Ricerca di base ed applicata;si, la fornisce;"Machine/Deep Learning, Rappresentazione della conoscenza e ragionamento con formalismi logici (logiche descrittive non monotone, answer set programming); a vincoli temporali; probabilistici (reti bayesiane); CBR."; ;;;;;;;;;;Utilizzo;Dedagroup, Tortona;Celi, Torino; AddFor, Torino;IBM Cognitive Solutions;Ferrero;ORS srl;;;;;;;
101;Datamantix;Azienda;http://www.datamantix.it;Datamantix progetta e sviluppa soluzioni innovative per facilitare attività strategiche e knowledge-intensive quali la pianificazione, il controllo della qualità, il monitoraggio, la previsione e l'ottimizzazione.;Udine;Friuli Venezia Giulia;Ricerca Applicata / Statistica;si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Chatbot;Utilizzo, Fornisco;;Fornisco;;;;;Fornisco;;;;Kaitiaki;Orobix;IT+Robotics;Kaitiaki;Orobix;IT+Robotics;;;;;;;
102;Semeion;Centro di Ricerca;http://www.semeion.it;Il Centro Ricerche Semeion è un Ente Scientifico non profit fondato nel 1985, dal 1991 è riconosciuto giuridicamente dal Ministero dell’Istruzione, Università e Ricerca (MIUR). Svolge attività di ricerca nel campo dell’AI da 30 anni, ha sviluppato algoritmi intelligenti e depositato 25 brevetti.;Roma;Lazio;Ambiente, Agricoltura, Economia e Finanza / Fintech /Assicurazioni, Militare, Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Ricerca Applicata / Statistica, Salute, Sicurezza / Cybersecurity;si, la usa, si, la fornisce;Machine/Deep Learning, Cognitive Cybersecurity;Utilizzo, Fornisco;;;Fornisco;Fornisco;;;Fornisco;;;Fornisco;Expert System S.p.A.;INGV Istituto Nazionale di Geofisica e Vulcanologia;Engineering S.p.A.;IIT Istituto Italiano di Tecnologia;Google Italia;IASI - CNR;;;;;;;
103;PraLab UniCa;Università;http://pralab.diee.unica.it/;"Pattern Recognition and Applications Lab (PRA Lab): gruppo di ricerca dell'Università di Cagliari attivo da oltre venti anni nello sviluppo di metodologie di ""pattern recognition"", con applicazioni alla videosorveglianza, sicurezza informatica, biometria, classificazione di documenti.";Cagliari;Sardegna;Sicurezza / Cybersecurity, Gruppo di ricerca universitario;si, la fornisce;Computer Vision, Machine/Deep Learning;Fornisco;Fornisco;;Fornisco;;Fornisco;Fornisco;;;;Fornisco;Pluribus One (spin-off del PRA Lab), https://www.pluribus-one.it;Engineering (http://www.eng.it);Expert Systems (http://www.expertsystem.com/it);Istituto Italiano di Tecnologia (IIT);-;-;;;;;;;
104;HitBytes;Startup;https://hitbytes.io;Startup operante nel mondo del machine learning ed intelligenza artificiale a supporto della customer relationship, marketing automation e customer service multi-piattaforma con particolare focus sui sistemi di messaggistica istantanea;Milano;Lombardia;Economia e Finanza / Fintech /Assicurazioni, Educazione, Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Pubblicità / Marketing, Salute, Smart-Cities, Trasporti, Customer Services;si, la usa;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Chatbot;;;;;;;;;Utilizzo;;Utilizzo;Open Search;Carbrain;Istat;SEA (Società Esercizi Aeroportuali);AIFA (Agenzia italiana del farmaco);Trenitalia;;;;;;;
105;IT Logix;Azienda;http://www.itlogix.it;ITLogiX è operativa nei settori ITC, della formazione e dei sistemi informatici, elettronici e robotici avanzati.  La mission è la progettazione e realizzazione di sistemi avanzati di integrazione delle tecnologie elettroniche ed informatiche con l’obiettivo di semplificare i processi di business.;Viterbo;Lazio;Ambiente, Agricoltura, Bioinformatica, Educazione, Pubblica amministrazione territoriale (regionale e locale), Robotica;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Robotica/Sistemi Autonomi, Sistemi Esperti;Utilizzo, Fornisco;;Fornisco;;;Fornisco;;Fornisco;Fornisco;;;agilelab;datalytics;cogisen;it+robotics;braincontrol;userbot;;;;;;;
106;AGS;Azienda;https://www.ags-it.com/;"AGS è un’azienda Italiana fondata nel 1998 che offre servizi e soluzioni informatiche e tecnologiche innovative. Nata come azienda di Consulenza IT, negli anni AGS ha ampliato la propria expertise anche in ambiti quali l’Internet of Things, Soluzioni VAS e Intelligenza Artificiale.
";Pero (MI);Lombardia;Economia e Finanza / Fintech /Assicurazioni, Ricerca Applicata / Statistica, Robotica;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;;;;;;;;;NVIDIA;HP;https://namu.io/;https://www.add-for.com/;http://www.innaas.com/;https://www.rulex.ai/;;;;;;;
107;E-land / E-Puma;Azienda;http://www.e-puma.it;e-land è specializzata in soluzioni di KM basate su tecniche avanzate di AI e di information retrieval. e-land ha creato PUMA, un full semantic engine finalizzato all'analisi, alla classificazione e alla condivisione del patrimonio conoscitivo di organizzazioni pubbliche o private;Reggio Emilia;Emilia-Romagna;Automotive, Economia e Finanza / Fintech /Assicurazioni, Educazione, Energia, Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Pubblicità / Marketing, Salute, Smart-Cities, Trasporti;si, la fornisce;Elaborazione Linguaggio Naturale, Chatbot;Utilizzo;;Utilizzo;Utilizzo;;;Fornisco;;;;Fornisco;Noovle;Docdelta;Veneto Lavoro;cnr;università di bologna;Inps;;;;;;;
108;E4 Computer engineering;Azienda;http://www.e4company.com;Azienda italiana storicamente ambito HPC, propone soluzioni per IA (infrastruttura) sia x86, che IBM POWER che NVIDIA. ;Scandiano (RE);Emilia-Romagna;IT ;si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Robotica/Sistemi Autonomi, Sistemi Esperti, Chatbot, Cognitive Cybersecurity, Infrastruttura per IA ;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;Addfor;Axyon;Energy way;Generali ;Accenture;Banca D'Italia;;;;;;;
109;GIS Data;Azienda;http://www.gisdata.it;Azienda che attraverso il prodotto METIS, utilizza IA per produrre soluzioni che migliorano il dispatching di flussi di ticket manutentivi in diversi campi (settore petrolifero, pubblica amministrazione, società utility).;Savona;Liguria;Energia, Pubblica amministrazione territoriale (regionale e locale), Smart-Cities, Trasporti;si, la usa, si, la fornisce;Computer Vision, Machine/Deep Learning;Utilizzo;;Utilizzo, Fornisco;;;;;;;;;Google Cloud Platform;Amazon Web Services;Olivetti;Olivetti;Nami Lab;Namu;;;;;;;
110;NITE;Azienda;http://www.nitesrl.com;Natural Intelligent Technologies srl è uno spin off dell'Università di Salerno che fornisce tecnologie software innovative e soluzioni brevettate avanzate nel settore dell'elaborazione automatica dei documenti digitali manoscritti. ;Fisciano (SA);Campania;Gestione Documenti;si, la fornisce;Computer Vision, Machine/Deep Learning;Fornisco;Fornisco;;;;;;;;;;CeLi;Expert Systems;AGS spa;Poste Italiane;Fiat;UniCredit;;;;;;;
111;Pikkart;Startup;http://www.pikkart.com;Pikkart srl è una startup innovativa che sviluppa App e soluzioni innovative utilizzando le più evolute tecnologie digitali, come Realtà Aumentata (AR), Artificial Intelligence (AI), Deep Learning (DL) e Computer Vision (CV).;Modena;Emilia-Romagna;Pubblicità / Marketing, Industria 4.0;si, la fornisce;Computer Vision, Machine/Deep Learning;Utilizzo, Fornisco;Fornisco;Fornisco;;;Fornisco;;;Fornisco;;Fornisco;AimageLab (Università degli studi di Modena e Reggio Emilia);Axyon.ai;IBM Italia;Amazon Italia;AddFor;xSense;;;;;;;
112;News.srl;Azienda;https://www.news.srl/;Online Magazine sul panorama digitale;Milano;Lombardia;Stampa;;;;;;Fornisco;;;;;Fornisco;;;Energy Way srl;Buzzoole;Kaitiaki;Task Force IA (Agid);Checkout Technologies;INNAAS;;;;;;;
113;Bioretics;Azienda;http://www.bioretics.com;Azienda che opera nel campo della visione artificiale utilizzando sistemi di deep & machine learning per la creazione di software dedicati all'industria e al biotech;Cesena (FC);Emilia-Romagna;Ricerca Applicata / Statistica, ICT;si, la usa, si, la fornisce;Computer Vision, Machine/Deep Learning;Utilizzo, Fornisco;;Fornisco;;Utilizzo, Fornisco;;;;Fornisco;;;Orobix;AddFOR;Vision Device;LoopAI;Reveal;Sens;;;;;;;
114;Mantica;Azienda;http://www.mantica.com;Ha realizzato e distribuisce una piattaforma end-to-end per la produzione di modelli predittivi (Advanced Analytics) basata su Machine Learning - Reti Neurali Artificiali e Algoritmi. Agnostica alle fonti dati, i Modelli di Apprendimento sono immediatamente integrabili nelle Business Application;Roma;Lazio;Automotive, Economia e Finanza / Fintech /Assicurazioni, Energia, Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Pubblicità / Marketing, Ricerca Applicata / Statistica, Salute, Sicurezza / Cybersecurity;si, la fornisce;Machine/Deep Learning, Recommender Systems, Sistemi Esperti, Cognitive Cybersecurity;;;;Fornisco;;;Fornisco;;Fornisco;;Fornisco;DIET - Università Sapienza Roma;Amazon AWS - Italia;Crif SpA;DeepCyber srl;Banche - Assicurazioni - Telco;Università;;;;;;;
115;GeCo;Azienda;http://www.ge.co.it;Artigiani dell'informatica: Soluzioni per la logistica dei trasporti, Ricerca applicata, Sistemi distribuiti, Centro di eccellenza sviluppo web, Centro di competenza Drupal. ;Genova ;Liguria;Ricerca Applicata / Statistica, Sicurezza / Cybersecurity, Trasporti;si, la usa;Machine/Deep Learning, Sistemi Esperti;;;Utilizzo, Fornisco;;;;;;Utilizzo;;;IBM Watson;CNR-IMATI;DAF - Data & Analytics Framework (AGID);DAF;GED Transport;Voltri Terminal Europa;;;;;;;
116;Wunderman;Azienda;http://www.wunderman.com;Agenzia di comunicazione integrata, marketing relazionale e consulenza digitale;Milano, Roma;Lombardia, Lazio;Bioinformatica, Pubblicità / Marketing, Ricerca Applicata / Statistica, Robotica, Salute, Sicurezza / Cybersecurity, Smart-Cities;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Robotica/Sistemi Autonomi, Sistemi Esperti, Chatbot, Cognitive Cybersecurity, Marketing Automation;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;;Fornisco;Fornisco;Fornisco;Fornisco;Università di Bolzano;WPP;Possible;.;.;.;;;;;;;
117;KMLE - Konica Minolta;Azienda;http://research.konicaminolta.eu/;KMLE è il Laboratorio Europeo di Ricerca e Sviluppo di Konica Minolta, multinazionale giapponese leader nei settori della stampa, dei sistemi diagnostici e dell'industrial sensing. Contribuisce alla creazione di nuove soluzioni ICT, futuri prodotti e servizi di Konica Minolta.;Roma;Lazio;Ricerca Applicata / Statistica, Robotica, Salute, Sicurezza / Cybersecurity;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Robotica/Sistemi Autonomi, Cognitive Cybersecurity;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo, Fornisco;Utilizzo;;Utilizzo, Fornisco;Utilizzo, Fornisco;;;IIT;MAPS Group s.r.l.;Rulex;Universita' La Sapienza di Roma;Universita' degli Studi di Genova;Universita' di Firenze;;;;;;;
118;Modelway;Azienda;http://modelway.it/;Modelway sviluppa servizi di software ingegneristico nel campo dell'Identificazione, Predizione e Controllo Automatico untilizzando metodi di Intelligenza Artificiale. Le applicazioni di Modelway permettono di estrarre informazioni dati dati di sistema, miglorandone la gestione ed il controllo.;Torino;Piemonte;Ambiente, Automotive, Energia, Industria di precisione, Robotica, Trasporti, Aerospazio;si, la usa, si, la fornisce;"Machine/Deep Learning, Sistemi Esperti, Sensori Virtuali; Modelli Predittivi";;;Fornisco;;Fornisco;Fornisco;;Fornisco;Utilizzo, Fornisco;Fornisco;Fornisco;AizoOn;Politecnico di Torino;STmicroelectronics;Google Italia;Amazon Italia;Neosurance;;;;;;;
119;Holsys;Startup;http://www.holsys.com;Holsys ha sviluppato olOne, uno strumento che automaticamente realizza applicazioni di intelligenza artificiale a partire dai flussi di dati provenienti da sensori, in grado di essere eseguita autonomamente su ogni tipo dispositivo.;Taranto;Puglia;ICT;si, la fornisce;Machine/Deep Learning, Sistemi Esperti, Holonic technology - sviluppata dalla Holsys S.r.l.;Fornisco;;Fornisco;;Fornisco;Fornisco;;Fornisco;Fornisco;Fornisco;;Politecnico di Bari;Università degli studi di Milano;Exprivia;INGV;Exprivia;Università degli studi di Milano;;;;;;;
120;Eti3;Startup;http://www.eti3.it/;ETI3 è una startup umbra con la mission di realizzare servizi di big data analysis documentale che permettano di conseguire un effettivo valore di knowledge awareness. SemplicePA, una piattaforma di data extraction, semantic e artificial intelligence, rappresenta il frutto della nostra ricerca.;Città di Castello (PG);Umbria;Smart-Cities;si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning;;;;;;;;;;;Utilizzo;Travel Appeal s.r.l. ;Gruppo Meta s.r.l.;UniPI - CoLingLab;Expert System s.p.a.;Dedagroup s.p.a.;JEF s.r.l. ;;;;;;;
121;Engineering;Azienda;http://www.eng.it;Centro di Competenza Data & Analytics di Engineering. Il CdC disegna sistemi per varie finalita' analitiche: descrittive, predittive, digagnostiche e prescrittive, e sono realizzati in ambiente open source o con prodotti commerciali.;Roma;Lazio;Informatica;si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Robotica/Sistemi Autonomi, Sistemi Esperti, Chatbot, Cognitive Cybersecurity;Fornisco;Fornisco;Fornisco;Fornisco;Fornisco;;;Fornisco;;;;Expert Systems;Trento RISE;Semeion Centro Ricerche di Scienze della Comunicazione;Expert Systems;Trento;Semeion Centro Ricerche di Scienze della Comunicazione;;;;;;;
122;Toc Toc;Startup;https://www.toctoc.me/;TocToc, startup ICT, focalizza il proprio business sul Cliente, ponendo la Persona al centro delle Relazioni. Sviluppa soluzioni di Web Engage, Identification and Sale per aiutare le imprese e la PA ad ottimizzare servizi, semplificare procedure, offrire online prodotti e servizi a valore aggiunto.;Roma;Lazio;ICT, Information Communication Technology;si, la fornisce;Chatbot;;;;;;;;;;;Fornisco;Inventia;LiveHelpIT;Customerly;Inventia;Eni;Axelero;;;;;;;
123;Cedat85;Azienda;http://www.cedat85.com;Cedat 85 è specializzata nell’elaborazione di contenuti provenienti dal parlato e nello sviluppo delle tecnologie per il trattamento automatico del segnale vocale: riconoscimento del parlato spontaneo (Automatic Speech Recognition) e verifica, identificazione della voce (Speaker Recognition).;Roma, S.Vito Normanni (BR), Padova;Lazio, Puglia, Veneto;Pubblica amministrazione centrale, Pubblica amministrazione territoriale (regionale e locale), Sicurezza / Cybersecurity, Smart-Cities, Media - Call Center - IT - Professional Services;si, la usa, si, la fornisce;Elaborazione Linguaggio Naturale, Chatbot;;Fornisco;;;;;;;;;Utilizzo, Fornisco;Eudata;Expert System;Userbot;NA;NA;NA;;;;;;;
124;Dip. Informatica - UniTO;Università;http://beta.di.unito.it/index.php/italiano/ricerca/gruppi/ai/presentazione;Gruppo di ricerca attivo su diverse tematiceh di Intelligenza Artificiale fin dagli anni 70. Competenze ed esperienze sia metodologiche che applicativi (numerosi progetti internazionali, nazionali e con aziende) su diversi temi, come evidenziato dalla pagina web;Torino;Piemonte;Automotive, Bioinformatica, Educazione, Pubblica amministrazione territoriale (regionale e locale), Ricerca Applicata / Statistica, Robotica, Smart-Cities;si, la usa, si, la fornisce;Computer Vision, Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems, Robotica/Sistemi Autonomi, Sistemi Esperti;Fornisco;Fornisco;;;Fornisco;Fornisco;;Fornisco;Fornisco;;;Telecom Italia;FCA;Alenia;Enel;Eni;RAI;;;;;;;
125;ILC CNR;Centro di Ricerca;http://www.ilc.cnr.it/;L’ILC-CNR svolge attività di ricerca, di valorizzazione e trasferimento tecnologico e di formazione in settori scientifici strategici della Linguistica Computazionale, combinando ricerca di base e ricerca applicata, all’interno di un circolo virtuoso con ricadute significative sulla società. ;Pisa, Genova;Toscana, Liguria;Ambiente, Smart-Cities;si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning;;;;;;;Fornisco;;;;Fornisco;Expert System;IBM;Almawave ;IBM;Google;Expert System;;;;;;;
126;Regione Marche;PA;http://www.regione.marche.it;Giunta Regione Marche - Servizio risorse umane, strumentali, organizzative - PF Informatica e Crescita Digitale;Ancona;Marche;Pubblica amministrazione territoriale (regionale e locale);si, la usa;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Chatbot;;Utilizzo;Utilizzo;;;;;;;;Utilizzo;Sei consulting Spa;Università di Camerino - scuola di scienze e tecnologie;Engineering ingegneria informatica spa;Associazione Italiana per l'intelligenza Artificiale AIxIA;Grottini Lab srl;Tangramob;Doppione;;;;;;
127;Gellify;Acceleratore;https://www.gellify.com/;GELLIFY è la prima piattaforma di innovazione B2B e company builder in grado di connettere le start-up software digital alle aziende tradizionali. GELLIFY garantisce accesso a investimenti, competenze e network, fattori chiave che abilitano la crescita delle start-up.;Casalecchio di Reno (BO), Milano;Emilia-Romagna, Lombardia;"Economia e Finanza / Fintech /Assicurazioni, Industria di precisione, Sicurezza / Cybersecurity, Industria 4.0; Fintech; Artificial Intelligence";si, la usa, si, la fornisce;Elaborazione Linguaggio Naturale, Machine/Deep Learning, Recommender Systems;;;Fornisco;Fornisco;;;;;Fornisco;Fornisco;Fornisco;Finscience;Cyber Dyne ;Beaconforce;e-Novia ;Deus Technology ;Certigo ;;;;;;;
